Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Rcn1	ENSMUST00000006128.6	reticulocalbin 1 	1641	1	0	0	1	1	0	1	0	1	mmu-let-7d-5p	-0.28	-0.52	0.85	2007, 2009, 2011
Nrk	ENSMUST00000113052.2	Nik related kinase 	126	1	0	0	1	0	0	0	0	0	mmu-let-7i-5p	-0.28	-0.28	0.76	2005, 2007, 2011
Aak1	ENSMUST00000089519.7	AP2 associated kinase 1 	1079	1	0	1	0	0	0	0	0	2	mmu-let-7i-5p	-0.28	-0.29	0.77	2007, 2009, 2011
Gpr132	ENSMUST00000021729.7	G protein-coupled receptor 132 	8	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.28	-0.31	< 0.1	2009, 2011
Gprc5c	ENSMUST00000053361.6	G protein-coupled receptor, family C, group 5, member C 	3713	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.28	-0.28	< 0.1	2009, 2011
Pogz	ENSMUST00000107270.3	pogo transposable element with ZNF domain 	253	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p	-0.28	-0.42	0.94	2005, 2007, 2009, 2011
Styx	ENSMUST00000111835.2	serine/threonine/tyrosine interaction protein 	127	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.28	-0.28	0.88	2009, 2011
Atg16l1	ENSMUST00000027512.7	autophagy related 16-like 1 (S. cerevisiae) 	1114	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.27	-0.27	0.91	2007, 2009, 2011
Ddn	ENSMUST00000075444.6	dendrin 	14	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	-0.27	-0.27	0.81	2009, 2011
Syt7	ENSMUST00000169121.2	synaptotagmin VII 	210	1	1	0	0	0	0	0	0	0	mmu-miR-98-5p	-0.27	-0.29	0.98	2005, 2007, 2009, 2011
Usp32	ENSMUST00000108075.3	ubiquitin specific peptidase 32 	1122	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.27	-0.28	0.88	2005, 2007, 2009, 2011
Klhl13	ENSMUST00000115313.2	kelch-like 13 	604	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.27	-0.28	0.85	2005, 2007, 2009, 2011
Kcnc1	ENSMUST00000025202.6	potassium voltage gated channel, Shaw-related subfamily, member 1 	115	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p	-0.27	-0.27	0.88	2009, 2011
Rbpj	ENSMUST00000087360.3	recombination signal binding protein for immunoglobulin kappa J region 	894	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	-0.27	-0.27	0.46	2009, 2011
Khsrp	ENSMUST00000007814.8	KH-type splicing regulatory protein 	82	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.27	-0.28	0.94	2009, 2011
Ago3	ENSMUST00000069097.7	argonaute RISC catalytic subunit 3 	292	2	1	0	1	1	0	0	1	2	mmu-let-7d-5p	-0.27	-0.28	> 0.99	2007, 2011
E2f2	ENSMUST00000061721.5	E2F transcription factor 2 	59	1	0	1	0	1	0	1	0	0	mmu-let-7d-5p	-0.27	-0.28	0.93	2005, 2007, 2009, 2011
Sh2b3	ENSMUST00000086310.2	SH2B adaptor protein 3 	1259	1	0	0	1	1	0	1	0	0	mmu-let-7d-5p	-0.27	-0.33	0.92	2007, 2009, 2011
Zfp644	ENSMUST00000112696.2	zinc finger protein 644 	601	2	0	1	1	0	0	0	0	0	mmu-let-7d-5p	-0.27	-0.48	> 0.99	2009, 2011
Pag1	ENSMUST00000161949.2	phosphoprotein associated with glycosphingolipid microdomains 1 	228	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.27	-0.32	0.98	2011
E330009J07Rik	ENSMUST00000101492.4	RIKEN cDNA E330009J07 gene 	239	1	0	0	1	0	0	0	0	2	mmu-let-7d-5p	-0.27	-0.31	0.57	
Zfp318	ENSMUST00000113481.2	zinc finger protein 318 	336	1	0	1	0	0	0	0	0	2	mmu-let-7a-5p	-0.27	-0.34	0.95	2009, 2011
Ptprd	ENSMUST00000107289.3	protein tyrosine phosphatase, receptor type, D 	575	2	1	0	1	1	0	1	0	1	mmu-let-7d-5p	-0.27	-0.49	> 0.99	2007, 2009, 2011
Fbxo30	ENSMUST00000129456.2	F-box protein 30 	1908	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.27	-0.28	0.90	2005, 2007, 2009, 2011
Utrn	ENSMUST00000076817.4	utrophin 	3257	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.27	-0.27	0.97	2007, 2009, 2011
Zfp641	ENSMUST00000023722.6	zinc finger protein 641 	114	1	0	1	0	0	0	0	0	1	mmu-let-7f-5p	-0.27	-0.33	0.85	
Chd7	ENSMUST00000051558.4	chromodomain helicase DNA binding protein 7 	512	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.27	-0.29	0.94	2005, 2007
Syt11	ENSMUST00000107503.2	synaptotagmin XI 	262	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.27	-0.29	0.87	2005, 2007, 2009, 2011
Stxbp5	ENSMUST00000038213.8	syntaxin binding protein 5 (tomosyn) 	563	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p	-0.27	-0.27	0.89	2005, 2009, 2011
Inpp5a	ENSMUST00000106098.2	inositol polyphosphate-5-phosphatase A 	2438	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.27	-0.27	0.86	2005, 2007, 2009, 2011
Senp5	ENSMUST00000023457.6	SUMO/sentrin specific peptidase 5 	220	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p	-0.27	-0.27	0.94	2005, 2007, 2009, 2011
Col14a1	ENSMUST00000023053.6	collagen, type XIV, alpha 1 	189	1	0	1	0	1	0	1	0	1	mmu-let-7i-5p	-0.27	-0.56	0.95	2005, 2007, 2009, 2011
Tmc7	ENSMUST00000044195.4	transmembrane channel-like gene family 7 	73	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.27	-0.27	0.83	2005, 2007, 2009, 2011
Lcorl	ENSMUST00000045586.7	ligand dependent nuclear receptor corepressor-like 	159	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.26	-0.27	0.82	2007, 2011
Ufl1	ENSMUST00000102994.4	UFM1 specific ligase 1 	797	1	0	1	0	1	0	0	1	1	mmu-let-7f-5p	-0.26	-0.48	0.87	2007, 2011
Map4k4	ENSMUST00000163854.3	mitogen-activated protein kinase kinase kinase kinase 4 	4132	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.26	-0.34	0.98	2005, 2007, 2009, 2011
Atp2b4	ENSMUST00000048953.8	ATPase, Ca++ transporting, plasma membrane 4 	529	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p	-0.26	-0.27	0.93	2005, 2007, 2011
Tspan2	ENSMUST00000029451.6	tetraspanin 2 	397	1	0	0	1	0	0	0	0	2	mmu-let-7g-5p	-0.26	-0.29	0.94	2005, 2007, 2009, 2011
Slc29a3	ENSMUST00000119595.2	solute carrier family 29 (nucleoside transporters), member 3 	72	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.26	-0.27	< 0.1	
Bcat1	ENSMUST00000032402.6	branched chain aminotransferase 1, cytosolic 	2745	2	1	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.26	-0.54	> 0.99	2005, 2007, 2009, 2011
Dnajb9	ENSMUST00000015049.3	DnaJ (Hsp40) homolog, subfamily B, member 9 	715	1	0	0	1	1	0	0	1	1	mmu-let-7d-5p	-0.26	-0.56	0.94	2005, 2007, 2009, 2011
Rnf165	ENSMUST00000026494.8	ring finger protein 165 	56	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.26	-0.36	0.94	2005, 2007, 2011
Pcdh19	ENSMUST00000167944.2	protocadherin 19 	427	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.26	-0.28	0.88	2005, 2007, 2009, 2011
Reep1	ENSMUST00000121469.1	receptor accessory protein 1 	124	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.26	-0.26	0.92	2007, 2009, 2011
Plxnc1	ENSMUST00000099337.3	plexin C1 	199	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.26	-0.30	0.70	2009, 2011
Ralb	ENSMUST00000004565.9	v-ral simian leukemia viral oncogene homolog B (ras related) 	106	1	0	1	0	1	0	1	0	0	mmu-let-7i-5p	-0.26	-0.44	0.87	2005, 2007, 2009, 2011
Fgf6	ENSMUST00000000187.5	fibroblast growth factor 6 	28	1	0	0	1	0	0	0	0	2	mmu-let-7d-5p	-0.26	-0.32	0.81	
Cpsf4	ENSMUST00000160629.2	cleavage and polyadenylation specific factor 4 	474	1	0	1	0	0	0	0	0	0	mmu-let-7i-5p	-0.26	-0.27	0.91	2005, 2007, 2009, 2011
Col1a1	ENSMUST00000001547.7	collagen, type I, alpha 1 	8243	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	-0.26	-0.27	0.83	2005, 2007
Entpd7	ENSMUST00000081079.5	ectonucleoside triphosphate diphosphohydrolase 7 	146	1	1	0	0	0	0	0	0	0	mmu-miR-98-5p	-0.26	-0.98	0.73	2009, 2011
Col24a1	ENSMUST00000029848.4	collagen, type XXIV, alpha 1 	24	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.26	-0.26	0.95	2005, 2007, 2009, 2011
Mllt10	ENSMUST00000114671.2	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10 	24	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.26	-0.27	0.90	2005, 2007, 2009, 2011
Dagla	ENSMUST00000039327.5	diacylglycerol lipase, alpha 	64	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.26	-0.26	0.88	2007, 2009, 2011
Gabpa	ENSMUST00000009120.7	GA repeat binding protein, alpha 	1448	1	0	0	1	0	0	0	0	2	mmu-let-7d-5p	-0.26	-0.28	0.85	2005, 2007, 2009, 2011
Gtf2i	ENSMUST00000059042.8	general transcription factor II I 	3165	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.26	-0.26	0.70	2005, 2007, 2009, 2011
Csnk2a1	ENSMUST00000099224.4	casein kinase 2, alpha 1 polypeptide 	2027	1	0	0	1	0	0	0	0	3	mmu-let-7d-5p	-0.26	-0.38	0.94	2009, 2011
Gnal	ENSMUST00000025402.8	guanine nucleotide binding protein, alpha stimulating, olfactory type 	19	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.26	-0.26	0.95	2005, 2007, 2009, 2011
Ppp2r2a	ENSMUST00000089230.5	protein phosphatase 2, regulatory subunit B, alpha 	657	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.26	-0.40	0.88	2011
Apba1	ENSMUST00000025830.7	amyloid beta (A4) precursor protein binding, family  A, member 1 	90	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.26	-0.27	0.94	2009, 2011
Lypla1	ENSMUST00000119612.3	lysophospholipase 1 	6785	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p	-0.26	-0.30	< 0.1	
Ppm1f	ENSMUST00000027373.9	protein phosphatase 1F (PP2C domain containing) 	609	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.26	-0.26	0.72	2005, 2007, 2009, 2011
Ntn1	ENSMUST00000108674.3	netrin 1 	1321	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.26	-0.26	0.82	2009, 2011
Golga4	ENSMUST00000084820.4	golgi autoantigen, golgin subfamily a, 4 	4778	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.25	-0.26	0.94	2005, 2007, 2009, 2011
Mef2c	ENSMUST00000163888.2	myocyte enhancer factor 2C 	3767	2	0	0	2	0	0	0	0	0	mmu-let-7d-5p	-0.25	-0.37	0.95	2011
Slc4a4	ENSMUST00000148750.2	solute carrier family 4 (anion exchanger), member 4 	5302	1	0	1	0	0	0	0	0	1	mmu-let-7d-5p	-0.25	-0.28	0.95	2005, 2007, 2009, 2011
Syt1	ENSMUST00000105276.2	synaptotagmin I 	88	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.25	-0.25	0.92	2005, 2007, 2009, 2011
C1galt1	ENSMUST00000040159.4	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 	659	1	1	0	0	0	0	0	0	2	mmu-let-7d-5p	-0.25	-0.50	0.92	
Dyrk1a	ENSMUST00000023614.4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a 	1400	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.25	-0.27	0.89	2005, 2007, 2009, 2011
Sesn3	ENSMUST00000034507.7	sestrin 3 	3314	1	1	0	0	1	0	0	1	0	mmu-let-7d-5p	-0.25	-0.26	0.83	
Gramd1c	ENSMUST00000179565.2	GRAM domain containing 1C 	77	1	0	0	1	0	0	0	0	0	mmu-let-7i-5p	-0.25	-0.28	0.74	2007, 2009, 2011
Slc7a14	ENSMUST00000091259.3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 14 	5	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.25	-0.25	0.94	2009, 2011
Slc6a15	ENSMUST00000074204.5	solute carrier family 6 (neurotransmitter transporter), member 15 	101	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.25	-0.25	0.74	2009, 2011
Kremen1	ENSMUST00000020662.9	kringle containing transmembrane protein 1 	191	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	-0.25	-0.27	0.94	2007, 2009, 2011
Lmbrd2	ENSMUST00000090380.4	LMBR1 domain containing 2 	3030	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.25	-0.26	0.77	
Mief1	ENSMUST00000023048.5	mitochondrial elongation factor 1 	144	1	0	1	0	0	0	0	0	1	mmu-miR-98-5p	-0.25	-0.39	0.95	2007, 2009, 2011
Psd3	ENSMUST00000038959.10	pleckstrin and Sec7 domain containing 3 	399	1	1	0	0	2	0	1	1	1	mmu-let-7d-5p	-0.25	-0.28	0.17	2005, 2007, 2009, 2011
Rnf8	ENSMUST00000024817.8	ring finger protein 8 	1168	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.25	-0.27	0.59	2005, 2007, 2009, 2011
Vps26b	ENSMUST00000034470.9	vacuolar protein sorting 26 homolog B (yeast) 	1731	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.25	-0.26	0.90	2007, 2009, 2011
Pias4	ENSMUST00000005064.8	protein inhibitor of activated STAT 4 	181	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p	-0.25	-0.27	0.95	
Acer2	ENSMUST00000045224.8	alkaline ceramidase 2 	808	1	0	1	0	0	0	0	0	1	mmu-miR-98-5p	-0.25	-0.26	0.91	2007, 2009, 2011
Zfyve16	ENSMUST00000022217.8	zinc finger, FYVE domain containing 16 	554	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.25	-0.30	0.93	2005, 2007, 2009, 2011
Slc9a9	ENSMUST00000033463.9	solute carrier family 9 (sodium/hydrogen exchanger), member 9 	83	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.25	-0.26	0.93	2005, 2007, 2011
Rasl10b	ENSMUST00000108140.4	RAS-like, family 10, member B 	745	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.25	-0.25	0.91	2005, 2007, 2009, 2011
Actr2	ENSMUST00000000137.7	ARP2 actin-related protein 2 	489	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.25	-0.47	0.88	2005, 2007, 2009, 2011
Slc35c1	ENSMUST00000067631.6	solute carrier family 35, member C1 	23	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.25	-0.25	0.91	2007, 2009, 2011
Ammecr1l	ENSMUST00000115808.2	AMME chromosomal region gene 1-like 	2444	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.25	-0.25	0.67	2007, 2009, 2011
Clasp2	ENSMUST00000166734.3	CLIP associating protein 2 	1362	1	0	1	0	0	0	0	0	0	mmu-miR-98-5p	-0.25	-0.25	0.88	2005, 2007, 2009, 2011
Amer3	ENSMUST00000052670.9	APC membrane recruitment 3 	5	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.25	-0.25	< 0.1	2009, 2011
Dyrk2	ENSMUST00000004281.8	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2 	1322	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.25	-0.28	0.94	
Eea1	ENSMUST00000053484.6	early endosome antigen 1 	1444	1	0	1	0	2	0	0	2	0	mmu-let-7g-5p	-0.25	-0.49	0.95	2007, 2009, 2011
Ranbp2	ENSMUST00000003310.5	RAN binding protein 2 	4754	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.25	-0.38	0.96	2005, 2007
Pygo2	ENSMUST00000060061.5	pygopus 2 	537	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.25	-0.25	0.79	2005, 2007, 2009, 2011
Ago4	ENSMUST00000084289.4	argonaute RISC catalytic subunit 4 	13	1	0	0	1	0	0	0	0	2	mmu-let-7d-5p	-0.24	-0.28	0.90	2007, 2009, 2011
Xpot	ENSMUST00000039810.7	exportin, tRNA (nuclear export receptor for tRNAs) 	84	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.24	-0.26	0.82	2009, 2011
Adamts14	ENSMUST00000092486.5	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14 	17	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.24	-0.24	0.83	2007, 2009, 2011
Hip1	ENSMUST00000060311.8	huntingtin interacting protein 1 	1166	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.24	-0.40	0.98	2011
Slc26a9	ENSMUST00000049027.4	solute carrier family 26, member 9 	238	1	0	1	0	1	0	0	1	2	mmu-let-7a-5p	-0.24	-0.38	0.75	2005, 2007, 2009, 2011
Dmp1	ENSMUST00000066708.5	dentin matrix protein 1 	11	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.24	-0.24	0.90	2005, 2007, 2009, 2011
Sp8	ENSMUST00000063918.2	trans-acting transcription factor 8 	33	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	-0.24	-0.24	0.60	2005, 2007, 2009, 2011
Dlc1	ENSMUST00000033923.8	deleted in liver cancer 1 	612	2	0	0	2	0	0	0	0	0	mmu-let-7d-5p	-0.24	-0.36	> 0.99	2005, 2007, 2009, 2011
Mbtd1	ENSMUST00000063718.5	mbt domain containing 1 	347	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.24	-0.27	0.61	2009, 2011
Vsnl1	ENSMUST00000072299.5	visinin-like 1 	77	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.24	-0.35	0.82	2005, 2007, 2009, 2011
Panx2	ENSMUST00000162424.1	pannexin 2 	16	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.24	-0.24	0.87	2005, 2007, 2009, 2011
Fzd4	ENSMUST00000058755.3	frizzled homolog 4 (Drosophila) 	1499	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.24	-0.26	0.80	2005, 2007
Zbtb26	ENSMUST00000067043.4	zinc finger and BTB domain containing 26 	18	1	0	1	0	0	0	0	0	0	mmu-let-7c-5p	-0.24	-0.42	0.95	2009, 2011
Mtpn	ENSMUST00000031866.5	myotrophin 	7888	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.24	-0.26	0.74	2005, 2007, 2009, 2011
Bcap29	ENSMUST00000177962.2	B cell receptor associated protein 29 	144	1	0	0	1	0	0	0	0	0	mmu-let-7g-5p	-0.24	-0.28	0.93	2005, 2007, 2009, 2011
Taf4b	ENSMUST00000169862.1	TAF4B RNA polymerase II, TATA box binding protein (TBP)-associated factor 	226	1	0	0	1	0	0	0	0	2	mmu-let-7d-5p	-0.24	-0.24	0.69	2011
Fzd3	ENSMUST00000131309.1	frizzled homolog 3 (Drosophila) 	174	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.24	-0.33	0.97	2011
Rab6b	ENSMUST00000035155.7	RAB6B, member RAS oncogene family 	192	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p	-0.24	-0.30	0.75	2005, 2007, 2009, 2011
Myrip	ENSMUST00000048121.7	myosin VIIA and Rab interacting protein 	95	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.24	-0.24	0.94	2005, 2007, 2009, 2011
Epha3	ENSMUST00000064405.6	Eph receptor A3 	38	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.24	-0.25	0.81	2005, 2007, 2009, 2011
Nab1	ENSMUST00000186764.1	Ngfi-A binding protein 1 	4719	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.24	-0.24	0.86	2005, 2007, 2011
Cyth3	ENSMUST00000116456.4	cytohesin 3 	1264	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.24	-0.24	0.55	2007, 2009, 2011
Ppp3ca	ENSMUST00000070198.8	protein phosphatase 3, catalytic subunit, alpha isoform 	3228	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.24	-0.24	0.87	2005, 2007
Slc30a4	ENSMUST00000005952.5	solute carrier family 30 (zinc transporter), member 4 	461	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.24	-0.24	0.93	2005, 2007, 2009, 2011
Grpel2	ENSMUST00000062991.7	GrpE-like 2, mitochondrial 	87	1	0	1	0	1	0	0	1	0	mmu-let-7a-5p	-0.24	-0.38	0.20	2005, 2007, 2009, 2011
Osbpl3	ENSMUST00000114468.3	oxysterol binding protein-like 3 	624	1	0	1	0	0	0	0	0	1	mmu-let-7g-5p	-0.24	-0.28	0.95	2005, 2007, 2011
Tab2	ENSMUST00000146444.2	TGF-beta activated kinase 1/MAP3K7 binding protein 2 	1196	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.24	-0.24	0.90	2007, 2009, 2011
Sema4f	ENSMUST00000000641.10	sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain 	28	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.24	-0.27	0.86	2005, 2009, 2011
Mycbp	ENSMUST00000030400.8	c-myc binding protein 	1042	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.24	-0.51	0.96	2005, 2009, 2011
Plxna4	ENSMUST00000115096.3	plexin A4 	54	2	0	1	1	0	0	0	0	1	mmu-let-7d-5p	-0.24	-0.36	0.98	2009, 2011
Cadm2	ENSMUST00000114292.2	cell adhesion molecule 2 	17	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	-0.24	-0.35	0.80	2011
Slc8b1	ENSMUST00000068326.8	solute carrier family 8 (sodium/lithium/calcium exchanger), member B1 	147	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.23	-0.23	0.60	2007, 2009, 2011
Fgd6	ENSMUST00000020208.4	FYVE, RhoGEF and PH domain containing 6 	502	1	1	0	0	1	1	0	0	0	mmu-let-7d-5p	-0.23	-0.29	0.98	2009, 2011
Lgr6	ENSMUST00000044828.8	leucine-rich repeat-containing G protein-coupled receptor 6 	35	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.23	-0.24	0.91	
Nek9	ENSMUST00000040992.7	NIMA (never in mitosis gene a)-related expressed kinase 9 	130	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.23	-0.23	0.89	2005, 2007, 2009, 2011
Tusc2	ENSMUST00000010198.3	tumor suppressor candidate 2 	30	1	0	1	0	0	0	0	0	0	mmu-let-7i-5p	-0.23	-0.36	0.95	2005, 2007, 2009, 2011
Mnt	ENSMUST00000000291.3	max binding protein 	262	1	0	0	1	0	0	0	0	2	mmu-let-7d-5p	-0.23	-0.24	0.91	2005, 2007, 2009, 2011
Tln1	ENSMUST00000030187.8	talin 1 	274	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.23	-0.24	0.91	2005, 2007, 2009, 2011
Tmppe	ENSMUST00000111820.2	transmembrane protein with metallophosphoesterase domain 	284	1	1	0	0	0	0	0	0	3	mmu-let-7g-5p	-0.23	-0.23	0.15	2007, 2011
Luc7l3	ENSMUST00000107820.1	LUC7-like 3 (S. cerevisiae) 	4142	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.23	-0.23	0.94	2007, 2009, 2011
Unc5a	ENSMUST00000026994.8	unc-5 homolog A (C. elegans) 	20	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.23	-0.23	0.11	2007, 2009, 2011
Crb2	ENSMUST00000050372.7	crumbs homolog 2 (Drosophila) 	11	1	1	0	0	1	0	1	0	2	mmu-let-7d-5p	-0.23	-0.23	0.75	2007, 2011
Atxn7l3b	ENSMUST00000099276.3	ataxin 7-like 3B 	75	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.23	-0.31	0.93	2009, 2011
Uspl1	ENSMUST00000117878.2	ubiquitin specific peptidase like 1 	2515	1	0	0	1	0	0	0	0	0	mmu-let-7b-5p	-0.23	-0.23	ORF	
Pmaip1	ENSMUST00000025399.7	phorbol-12-myristate-13-acetate-induced protein 1 	1268	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.23	-0.23	0.89	2005, 2007, 2009, 2011
Has2	ENSMUST00000050544.7	hyaluronan synthase 2 	20	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.23	-0.23	0.94	2005, 2007, 2009, 2011
Ago1	ENSMUST00000097888.4	argonaute RISC catalytic subunit 1 	460	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.23	-0.23	0.94	2007, 2011
Cd164	ENSMUST00000019962.9	CD164 antigen 	19474	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.23	-0.23	0.66	2005, 2007, 2009, 2011
Elf4	ENSMUST00000114958.2	E74-like factor 4 (ets domain transcription factor) 	16	1	0	1	0	0	0	0	0	1	mmu-let-7b-5p	-0.23	-0.31	0.93	2005, 2007, 2011
Rbfox1	ENSMUST00000056416.7	RNA binding protein, fox-1 homolog (C. elegans) 1 	709	1	0	0	1	0	0	0	0	0	mmu-let-7f-5p	-0.23	-0.23	0.92	2007, 2009, 2011
Pcdh20	ENSMUST00000061628.5	protocadherin 20 	29	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.23	-0.23	0.85	2005, 2007, 2009, 2011
Klhl9	ENSMUST00000094993.2	kelch-like 9 	1056	1	0	1	0	0	0	0	0	1	mmu-let-7g-5p	-0.22	-0.31	0.84	2005, 2007, 2009, 2011
Tbx5	ENSMUST00000018407.6	T-box 5 	35	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	-0.22	-0.34	0.94	2005, 2007, 2009, 2011
Bcl2l1	ENSMUST00000007803.6	BCL2-like 1 	524	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.22	-0.23	0.73	2005, 2007, 2009, 2011
Col4a1	ENSMUST00000033898.9	collagen, type IV, alpha 1 	5885	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.22	-0.22	0.85	2005, 2007, 2009, 2011
