Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Gng12	ENSMUST00000043148.7	guanine nucleotide binding protein (G protein), gamma 12 	1571	1	1	0	0	0	0	0	0	1	mmu-miR-29b-3p	-0.23	-0.54	0.90	2005, 2007, 2009, 2011
Cspg4	ENSMUST00000035661.5	chondroitin sulfate proteoglycan 4 	54	2	0	2	0	0	0	0	0	0	mmu-miR-29a-3p	-0.23	-0.27	0.72	2005, 2007, 2009, 2011
Epb4.1l4b	ENSMUST00000030142.3	erythrocyte protein band 4.1-like 4b 	2577	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.23	-0.23	0.62	2009, 2011
Nfix	ENSMUST00000076715.7	nuclear factor I/X 	291	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.23	-0.34	0.85	2005, 2007
Gtf3c4	ENSMUST00000171404.2	general transcription factor IIIC, polypeptide 4 	211	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.23	-0.43	0.82	2009, 2011
Slc35b2	ENSMUST00000041353.6	solute carrier family 35, member B2 	1048	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.23	-0.23	0.39	2007, 2009, 2011
Ror1	ENSMUST00000039630.5	receptor tyrosine kinase-like orphan receptor 1 	168	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.23	-0.23	0.46	
Mief1	ENSMUST00000023048.5	mitochondrial elongation factor 1 	144	1	1	0	0	1	0	0	1	1	mmu-miR-29a-3p	-0.23	-0.38	< 0.1	2007, 2009, 2011
Gmeb1	ENSMUST00000168553.2	glucocorticoid modulatory element binding protein 1 	202	1	0	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.23	-0.29	0.88	2009, 2011
Coro6	ENSMUST00000102493.2	coronin 6 	1424	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.23	-0.23	0.74	2005, 2007
Ago3	ENSMUST00000069097.7	argonaute RISC catalytic subunit 3 	292	2	1	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.23	-0.32	0.99	
Strn3	ENSMUST00000013130.9	striatin, calmodulin binding protein 3 	4069	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.23	-0.26	0.89	2005, 2007, 2009, 2011
Setd8	ENSMUST00000059580.5	SET domain containing (lysine methyltransferase) 8 	582	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.23	-0.23	< 0.1	2009, 2011
Tubb2b	ENSMUST00000075774.3	tubulin, beta 2B class IIB 	49	1	0	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.23	-0.27	0.88	2007, 2009, 2011
Tmod3	ENSMUST00000072232.7	tropomodulin 3 	1070	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.23	-0.34	0.87	2009, 2011
Mmp2	ENSMUST00000034187.7	matrix metallopeptidase 2 	835	1	0	1	0	0	0	0	0	2	mmu-miR-29b-3p	-0.23	-0.23	0.78	2005, 2007, 2009, 2011
Akt3	ENSMUST00000111160.3	thymoma viral proto-oncogene 3 	344	1	1	0	0	1	0	0	1	0	mmu-miR-29a-3p	-0.23	-0.44	0.88	2005, 2007, 2009, 2011
Mob1a	ENSMUST00000055261.5	MOB kinase activator 1A 	157	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.23	-0.25	0.68	
Gsk3b	ENSMUST00000023507.7	glycogen synthase kinase 3 beta 	944	1	0	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.23	-0.25	0.72	2009, 2011
Adamts6	ENSMUST00000065766.6	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 6 	49	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.23	-0.29	0.89	2005, 2007
Etv4	ENSMUST00000164750.2	ets variant 4 	201	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.23	-0.23	0.66	2005, 2007, 2009, 2011
Gm10300	ENSMUST00000094662.1	predicted gene 10300 	7	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.23	-0.23	0.53	
Cenpb	ENSMUST00000089510.4	centromere protein B 	1863	1	0	0	1	0	0	0	0	1	mmu-miR-29a-3p	-0.22	-0.23	0.92	2005, 2007, 2009, 2011
Gpr165	ENSMUST00000033554.4	G protein-coupled receptor 165 	16	2	2	0	0	1	0	0	1	0	mmu-miR-29a-3p	-0.22	-0.34	0.14	
Palm2	ENSMUST00000102905.2	paralemmin 2 	12	1	0	1	0	1	0	1	0	1	mmu-miR-29b-3p	-0.22	-0.26	0.80	2007, 2009, 2011
Slc39a9	ENSMUST00000085245.5	solute carrier family 39 (zinc transporter), member 9 	1215	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.22	-0.22	0.68	2005, 2007, 2011
Ppip5k2	ENSMUST00000042509.7	diphosphoinositol pentakisphosphate kinase 2 	1566	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.22	-0.23	0.86	2007, 2009, 2011
Abi1	ENSMUST00000140164.2	abl-interactor 1 	2098	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.22	-0.22	0.34	2005, 2009, 2011
Map4k4	ENSMUST00000163854.3	mitogen-activated protein kinase kinase kinase kinase 4 	4132	2	0	1	1	0	0	0	0	0	mmu-miR-29a-3p	-0.22	-0.26	> 0.99	2005, 2007, 2009, 2011
Mapkbp1	ENSMUST00000066058.7	mitogen-activated protein kinase binding protein 1 	503	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.22	-0.22	0.81	2005, 2007, 2009, 2011
Rnd1	ENSMUST00000003451.5	Rho family GTPase 1 	105	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.22	-0.22	0.80	2005, 2007, 2009, 2011
Xkr7	ENSMUST00000037235.6	X Kell blood group precursor related family member 7 homolog 	13	1	1	0	0	0	0	0	0	1	mmu-miR-29b-3p	-0.22	-0.22	0.92	2005, 2007, 2009, 2011
Lmln	ENSMUST00000023497.2	leishmanolysin-like (metallopeptidase M8 family) 	51	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.22	-0.22	0.85	
Slc24a4	ENSMUST00000079020.5	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4 	97	1	0	0	1	0	0	0	0	2	mmu-miR-29a-3p	-0.22	-0.26	0.90	2007
Zmiz1	ENSMUST00000162645.2	zinc finger, MIZ-type containing 1 	2629	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.22	-0.22	0.93	2007, 2011
Col25a1	ENSMUST00000080335.5	collagen, type XXV, alpha 1 	21	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.22	-0.29	0.70	
Atp2b4	ENSMUST00000048953.8	ATPase, Ca++ transporting, plasma membrane 4 	529	1	0	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.22	-0.23	0.79	2005, 2007
Dlgap2	ENSMUST00000133298.2	discs, large (Drosophila) homolog-associated protein 2 	5	2	0	1	1	0	0	0	0	2	mmu-miR-29a-3p	-0.22	-0.35	0.98	2007, 2009, 2011
Plekha1	ENSMUST00000120441.2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1 	3231	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.22	-0.23	0.77	2005, 2007, 2009, 2011
Rbmx	ENSMUST00000098470.3	RNA binding motif protein, X chromosome 	830	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.22	-0.22	0.62	
Wdfy1	ENSMUST00000113512.2	WD repeat and FYVE domain containing 1 	340	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.22	-0.52	0.84	2005, 2007, 2009, 2011
Gpam	ENSMUST00000061856.5	glycerol-3-phosphate acyltransferase, mitochondrial 	336	1	0	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.22	-0.29	0.74	2005, 2007
Kirrel	ENSMUST00000159976.2	kin of IRRE like (Drosophila) 	961	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.22	-0.22	0.87	2005, 2007, 2009, 2011
Prelp	ENSMUST00000048432.5	proline arginine-rich end leucine-rich repeat 	5811	1	1	0	0	0	0	0	0	0	mmu-miR-29b-3p	-0.21	-0.23	0.64	2005, 2007, 2009, 2011
Bbc3	ENSMUST00000002152.7	BCL2 binding component 3 	1965	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.21	-0.21	0.77	2005, 2007, 2009, 2011
Clcn5	ENSMUST00000004428.8	chloride channel 5 	504	2	0	1	1	0	0	0	0	1	mmu-miR-29b-3p	-0.21	-0.23	0.96	2007
Camk1d	ENSMUST00000044009.8	calcium/calmodulin-dependent protein kinase ID 	507	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.21	-0.21	0.89	2005, 2007, 2009, 2011
E2f7	ENSMUST00000073781.6	E2F transcription factor 7 	271	1	0	0	1	0	0	0	0	0	mmu-miR-29b-3p	-0.21	-0.23	0.93	2005, 2007, 2009, 2011
Stx17	ENSMUST00000107720.3	syntaxin 17 	664	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.21	-0.24	0.84	2005, 2007, 2009, 2011
Unk	ENSMUST00000021116.6	unkempt homolog (Drosophila) 	453	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.21	-0.21	0.52	2007, 2009, 2011
Pitpnm2	ENSMUST00000162812.2	phosphatidylinositol transfer protein, membrane-associated 2 	115	1	1	0	0	0	0	0	0	1	mmu-miR-29a-3p	-0.21	-0.22	0.77	2005, 2007, 2009, 2011
Sh3pxd2a	ENSMUST00000081619.3	SH3 and PX domains 2A 	2455	3	1	2	0	1	0	1	0	3	mmu-miR-29b-3p	-0.21	-0.24	0.99	2007, 2011
Hpcal4	ENSMUST00000059667.3	hippocalcin-like 4 	5	1	0	0	1	0	0	0	0	1	mmu-miR-29a-3p	-0.21	-0.21	0.55	2005, 2007, 2009, 2011
Nfic	ENSMUST00000020461.9	nuclear factor I/C 	184	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.21	-0.22	0.83	2009, 2011
Osbp	ENSMUST00000025590.9	oxysterol binding protein 	315	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.21	-0.22	0.39	2005, 2007, 2009, 2011
Zkscan4	ENSMUST00000062609.5	zinc finger with KRAB and SCAN domains 4 	52	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.21	-0.21	0.83	2009, 2011
Adamts7	ENSMUST00000113060.2	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7 	63	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.21	-0.21	0.82	2005, 2007, 2009, 2011
Gk5	ENSMUST00000122383.2	glycerol kinase 5 (putative) 	228	1	1	0	0	0	0	0	0	2	mmu-miR-29a-3p	-0.21	-0.21	< 0.1	2007
Cbx3	ENSMUST00000114445.2	chromobox 3 	45	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.21	-0.21	ORF	
Parg	ENSMUST00000022470.9	poly (ADP-ribose) glycohydrolase 	1461	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.21	-0.22	0.85	2005, 2007, 2009, 2011
Slc16a1	ENSMUST00000046212.1	solute carrier family 16 (monocarboxylic acid transporters), member 1 	1864	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.21	-0.21	0.88	2005, 2007, 2009, 2011
Smurf2	ENSMUST00000103067.4	SMAD specific E3 ubiquitin protein ligase 2 	2823	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.21	-0.22	0.58	2011
Elmo2	ENSMUST00000103091.3	engulfment and cell motility 2 	730	1	0	1	0	2	0	2	0	0	mmu-miR-29a-3p	-0.21	-0.25	0.71	2005, 2007, 2009, 2011
Med26	ENSMUST00000058534.5	mediator complex subunit 26 	132	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.21	-0.22	0.91	2007, 2009, 2011
Dtx4	ENSMUST00000045521.7	deltex 4 homolog (Drosophila) 	449	2	0	2	0	0	0	0	0	1	mmu-miR-29a-3p	-0.21	-0.29	0.91	2007, 2009, 2011
Zbtb40	ENSMUST00000049583.7	zinc finger and BTB domain containing 40 	110	1	0	1	0	1	0	1	0	0	mmu-miR-29b-3p	-0.21	-0.21	0.88	2005, 2007, 2009, 2011
Gab1	ENSMUST00000034150.8	growth factor receptor bound protein 2-associated protein 1 	699	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.21	-0.21	0.61	2005, 2007, 2009, 2011
Daam1	ENSMUST00000085299.2	dishevelled associated activator of morphogenesis 1 	590	1	0	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.21	-0.26	0.88	2009, 2011
Antxr2	ENSMUST00000031281.9	anthrax toxin receptor 2 	143	2	1	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.21	-0.43	0.82	
Vash1	ENSMUST00000021681.3	vasohibin 1 	111	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.21	-0.22	0.37	2007, 2011
Serinc5	ENSMUST00000049488.7	serine incorporator 5 	20	1	0	1	0	1	0	1	0	1	mmu-miR-29b-3p	-0.20	-0.33	0.83	2009, 2011
Ankrd52	ENSMUST00000014642.4	ankyrin repeat domain 52 	1083	2	1	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.20	-0.25	0.93	2009, 2011
Gm608	ENSMUST00000119746.2	predicted gene 608 	951	1	0	1	0	0	0	0	0	2	mmu-miR-29b-3p	-0.20	-0.24	0.78	2007, 2009, 2011
Pcdh17	ENSMUST00000071370.5	protocadherin 17 	470	2	0	2	0	0	0	0	0	0	mmu-miR-29a-3p	-0.20	-0.21	0.67	2007, 2011
Ephb3	ENSMUST00000006112.6	Eph receptor B3 	56	1	0	1	0	0	0	0	0	3	mmu-miR-29b-3p	-0.20	-0.23	0.86	2005, 2007, 2009, 2011
Svil	ENSMUST00000143254.2	supervillin 	1016	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.20	-0.21	0.91	2005, 2007, 2009, 2011
Ralgps1	ENSMUST00000042615.7	Ral GEF with PH domain and SH3 binding motif 1 	213	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.20	-0.21	0.93	2005, 2007
Ythdf1	ENSMUST00000037299.9	YTH domain family 1 	985	1	0	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.20	-0.34	0.42	2005, 2007, 2009, 2011
Celf2	ENSMUST00000170438.2	CUGBP, Elav-like family member 2 	1988	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.20	-0.20	0.82	2007, 2009, 2011
Kdm5c	ENSMUST00000112588.3	lysine (K)-specific demethylase 5C 	919	1	0	1	0	2	0	1	1	1	mmu-miR-29b-3p	-0.20	-0.42	0.86	2007, 2009, 2011
Wdr26	ENSMUST00000162819.2	WD repeat domain 26 	3481	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.20	-0.21	0.74	2005, 2007, 2009, 2011
Ttyh2	ENSMUST00000045779.5	tweety homolog 2 (Drosophila) 	679	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.20	-0.20	0.83	2005, 2007, 2009, 2011
Aqp4	ENSMUST00000079081.6	aquaporin 4 	166	1	0	0	1	0	0	0	0	0	mmu-miR-29b-3p	-0.20	-0.22	0.75	2005, 2007, 2009, 2011
Rnf214	ENSMUST00000161203.2	ring finger protein 214 	678	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.20	-0.25	0.77	2007, 2009, 2011
Ndst1	ENSMUST00000169273.1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1 	4723	1	1	0	0	0	0	0	0	2	mmu-miR-29a-3p	-0.20	-0.20	0.91	2005, 2007, 2009, 2011
Syt7	ENSMUST00000169121.2	synaptotagmin VII 	210	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.20	-0.21	0.92	2005, 2007, 2009, 2011
Ccnj	ENSMUST00000025983.7	cyclin J 	116	1	1	0	0	0	0	0	0	1	mmu-miR-29a-3p	-0.20	-0.48	0.63	2005, 2007, 2009, 2011
Ctnnbip1	ENSMUST00000030839.7	catenin beta interacting protein 1 	164	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.20	-0.35	0.89	2005, 2007, 2009, 2011
Amfr	ENSMUST00000053766.7	autocrine motility factor receptor 	7076	1	0	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.20	-0.24	0.85	2005, 2007, 2009, 2011
Kdm6b	ENSMUST00000094077.4	KDM1 lysine (K)-specific demethylase 6B 	38	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.20	-0.20	0.72	2007, 2009, 2011
Tnfaip1	ENSMUST00000017759.3	tumor necrosis factor, alpha-induced protein 1 (endothelial) 	4213	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.19	-0.20	0.73	2005, 2007, 2009, 2011
Nek10	ENSMUST00000112630.3	NIMA (never in mitosis gene a)- related kinase 10 	5	1	0	0	1	2	0	2	0	0	mmu-miR-29b-3p	-0.19	-0.21	0.92	
Cnr1	ENSMUST00000057188.6	cannabinoid receptor 1 (brain) 	63	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.19	-0.32	0.76	2005, 2007, 2009, 2011
Usp37	ENSMUST00000044260.5	ubiquitin specific peptidase 37 	659	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.19	-0.21	0.86	2005, 2007, 2011
Impdh1	ENSMUST00000160878.2	inosine 5'-phosphate dehydrogenase 1 	2090	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.19	-0.19	0.71	2005, 2007, 2009, 2011
Ube2h	ENSMUST00000102993.4	ubiquitin-conjugating enzyme E2H 	1830	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.19	-0.19	0.76	2009, 2011
Pgp	ENSMUST00000053024.6	phosphoglycolate phosphatase 	1903	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.19	-0.22	0.35	2007
Lsm14b	ENSMUST00000058764.5	LSM14 homolog B (SCD6, S. cerevisiae) 	211	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.19	-0.21	0.70	2009, 2011
Tiam1	ENSMUST00000114122.2	T cell lymphoma invasion and metastasis 1 	22	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.19	-0.21	0.70	2007, 2009, 2011
Phactr2	ENSMUST00000105545.5	phosphatase and actin regulator 2 	1395	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.19	-0.29	0.82	2011
Fscn1	ENSMUST00000031565.9	fascin homolog 1, actin bundling protein (Strongylocentrotus purpuratus) 	10155	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.19	-0.19	0.53	2005, 2007, 2009, 2011
Klhdc3	ENSMUST00000165007.2	kelch domain containing 3 	64	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.19	-0.22	0.59	2005, 2007, 2009, 2011
Slc25a22	ENSMUST00000106007.4	solute carrier family 25 (mitochondrial carrier, glutamate), member 22 	334	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.19	-0.22	0.70	2007, 2009, 2011
Tfap2c	ENSMUST00000030391.3	transcription factor AP-2, gamma 	13	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.19	-0.28	0.92	2005, 2007, 2009, 2011
Slc31a1	ENSMUST00000122092.1	solute carrier family 31, member 1 	2201	2	1	1	0	1	0	0	1	0	mmu-miR-29a-3p	-0.19	-0.54	0.78	2005, 2007, 2009, 2011
Bsdc1	ENSMUST00000048162.8	BSD domain containing 1 	1278	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.19	-0.19	0.66	2005, 2007, 2009, 2011
Cops7b	ENSMUST00000121534.2	COP9 (constitutive photomorphogenic) homolog, subunit 7b (Arabidopsis thaliana) 	458	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.19	-0.19	0.35	2005, 2007, 2009, 2011
Ttc14	ENSMUST00000099153.4	tetratricopeptide repeat domain 14 	924	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.19	-0.23	0.88	2009, 2011
Rnf152	ENSMUST00000058688.6	ring finger protein 152 	313	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.19	-0.20	0.76	2011
Itga11	ENSMUST00000034774.8	integrin alpha 11 	170	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.19	-0.19	0.63	2005, 2007, 2009, 2011
FMN1	ENSMUST00000081349.7	formin 1 (Fmn1), transcript variant 4, mRNA 	178	1	0	0	1	0	0	0	0	1	mmu-miR-29a-3p	-0.19	-0.27	0.90	
Zfp366	ENSMUST00000056558.8	zinc finger protein 366 	51	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.19	-0.19	0.84	2009, 2011
Vps25	ENSMUST00000100414.6	vacuolar protein sorting 25 (yeast) 	1718	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.19	-0.20	0.46	2005, 2007, 2009, 2011
St8sia6	ENSMUST00000003509.8	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 	194	1	1	0	0	1	0	1	0	0	mmu-miR-29b-3p	-0.19	-0.22	< 0.1	
Snx22	ENSMUST00000044711.5	sorting nexin 22 	7	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.19	-0.19	< 0.1	2007, 2011
Nfib	ENSMUST00000107245.3	nuclear factor I/B 	2888	1	0	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.19	-0.19	0.82	2007, 2009, 2011
Kdm5a	ENSMUST00000005108.7	lysine (K)-specific demethylase 5A 	844	1	0	1	0	1*	0	0	0	0	mmu-miR-29b-3p	-0.19	-0.19	0.78	2007, 2011
Fam78b	ENSMUST00000165874.2	family with sequence similarity 78, member B 	124	1	0	0	1	0	0	0	0	2	mmu-miR-29b-3p	-0.18	-0.63	0.79	2009, 2011
Btla	ENSMUST00000063654.4	B and T lymphocyte associated 	63	1	0	1	0	2	0	1	1	0	mmu-miR-29a-3p	-0.18	-0.40	0.38	2005, 2007, 2009, 2011
Ncor2	ENSMUST00000111398.2	nuclear receptor co-repressor 2 	479	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.18	-0.18	0.87	2005, 2007, 2009, 2011
Cemip	ENSMUST00000064174.6	cell migration inducing protein, hyaluronan binding 	27	1	0	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.18	-0.18	0.79	2007, 2009, 2011
Vps37c	ENSMUST00000087951.5	vacuolar protein sorting 37C (yeast) 	1594	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.18	-0.18	0.48	2005, 2007, 2009, 2011
Ak3	ENSMUST00000025696.4	adenylate kinase 3 	592	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.18	-0.58	0.78	2005, 2007, 2009, 2011
Fer	ENSMUST00000000129.7	fer (fms/fps related) protein kinase 	648	1	1	0	0	1	0	1	0	4	mmu-miR-29b-3p	-0.18	-0.44	0.91	2009, 2011
Dcaf10	ENSMUST00000155551.2	DDB1 and CUL4 associated factor 10 	821	1	0	1	0	1	0	0	1	0	mmu-miR-29a-3p	-0.18	-0.36	0.39	2007, 2009, 2011
Loxl4	ENSMUST00000026190.8	lysyl oxidase-like 4 	34	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.18	-0.18	0.70	2005, 2007, 2009, 2011
Pou4f3	ENSMUST00000025374.3	POU domain, class 4, transcription factor 3 	5	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.18	-0.18	0.47	
Adam12	ENSMUST00000067680.5	a disintegrin and metallopeptidase domain 12 (meltrin alpha) 	17	2	1	1	0	0	0	0	0	2	mmu-miR-29b-3p	-0.18	-0.22	0.88	2005, 2007, 2009, 2011
Fign	ENSMUST00000131615.3	fidgetin 	56	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.18	-0.20	0.86	2007, 2009, 2011
Fmn1	ENSMUST00000099576.3	formin 1 	183	1	0	0	1	0	0	0	0	1	mmu-miR-29a-3p	-0.18	-0.26	0.90	2009, 2011
Gid4	ENSMUST00000070681.6	GID complex subunit 4, VID24 homolog (S. cerevisiae) 	563	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.18	-0.23	0.73	2007, 2009, 2011
Akap13	ENSMUST00000147005.2	A kinase (PRKA) anchor protein 13 	1510	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.18	-0.18	0.88	2005, 2007, 2009, 2011
Zbtb41	ENSMUST00000039867.7	zinc finger and BTB domain containing 41 homolog 	806	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.18	-0.25	0.58	2007, 2009, 2011
Kcnc3	ENSMUST00000107907.3	potassium voltage gated channel, Shaw-related subfamily, member 3 	68	1	1	0	0	0	0	0	0	0	mmu-miR-29b-3p	-0.18	-0.26	0.91	2009, 2011
Hip1	ENSMUST00000060311.8	huntingtin interacting protein 1 	1166	1	0	1	0	1	0	0	1	0	mmu-miR-29a-3p	-0.18	-0.22	0.86	2005, 2007, 2009, 2011
Insrr	ENSMUST00000029711.3	insulin receptor-related receptor 	23	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.18	-0.19	0.81	2009, 2011
Phlpp2	ENSMUST00000034175.4	PH domain and leucine rich repeat protein phosphatase 2 	37	1	0	0	1	0	0	0	0	2	mmu-miR-29a-3p	-0.18	-0.21	0.82	2007, 2009, 2011
Arnt	ENSMUST00000090804.6	aryl hydrocarbon receptor nuclear translocator 	998	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.18	-0.22	0.70	2005, 2007, 2009, 2011
Cx3cl1	ENSMUST00000034230.5	chemokine (C-X3-C motif) ligand 1 	416	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.18	-0.18	0.93	2005, 2007, 2009, 2011
Slc30a10	ENSMUST00000061093.6	solute carrier family 30, member 10 	291	1	0	1	0	2	0	2	0	0	mmu-miR-29b-3p	-0.18	-0.46	0.85	2005, 2009, 2011
Zfp384	ENSMUST00000046064.11	zinc finger protein 384 	288	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.18	-0.18	0.69	2009, 2011
Zfp385c	ENSMUST00000103119.4	zinc finger protein 385C 	5	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.18	-0.18	0.68	2009, 2011
Col5a2	ENSMUST00000086430.4	collagen, type V, alpha 2 	1978	2	1	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.18	-1.17	> 0.99	2005, 2007, 2009, 2011
Adc	ENSMUST00000106068.2	arginine decarboxylase 	48	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.17	-0.17	0.47	2007, 2009, 2011
Rel	ENSMUST00000102864.3	reticuloendotheliosis oncogene 	73	1	0	1	0	1	1	0	0	1	mmu-miR-29b-3p	-0.17	-0.24	0.63	
Rnpepl1	ENSMUST00000027487.9	arginyl aminopeptidase (aminopeptidase B)-like 1 	4508	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.17	-0.17	0.54	2005, 2007, 2009, 2011
